LUX,2006,86.0,3505.0
NLD,2006,87.0,3213.0
GBR,2006,86.0,3438.0
DEU,2006,80.0,3466.0
AUS,2006,87.0,3156.0
ISL,2006,96.0,3401.0
AUT,2006,86.0,3719.0
BEL,2006,73.0,3716.0
IRL,2006,74.0,3503.0
JPN,2006,76.0,2778.0
EST,2006,67.0,3203.0
ARE,2006,62.0,3202.0
FRA,2006,74.0,3513.0
URY,2006,64.0,2823.0
BRB,2006,67.0,2838.0
CHL,2006,73.0,2957.0
PRT,2006,66.0,3521.0
TWN,2006,59.0,2948.0
ISR,2006,59.0,3624.0
BWA,2006,56.0,2150.0
SVN,2006,64.0,3120.0
POL,2006,37.0,3353.0
CRI,2006,41.0,2873.0
LTU,2006,48.0,3466.0
LVA,2006,47.0,3213.0
CYP,2006,56.0,2559.0
CZE,2006,48.0,3279.0
DMA,2006,45.0,2917.0
ESP,2006,68.0,3227.0
GEO,2006,28.0,2864.0
MLT,2006,64.0,3368.0
RWA,2006,25.0,2044.0
GRD,2006,35.0,2400.0
NAM,2006,41.0,2230.0
ITA,2006,49.0,3625.0
MUS,2006,51.0,3022.0
SVK,2006,47.0,2833.0
HRV,2006,34.0,3070.0
SAU,2006,33.0,3045.0
GRC,2006,44.0,3485.0
JOR,2006,53.0,3153.0
ROU,2006,31.0,3430.0
CUB,2006,35.0,3260.0
MYS,2006,50.0,2809.0
HUN,2006,52.0,3278.0
SEN,2006,33.0,2310.0
BLR,2006,21.0,3084.0
JAM,2006,37.0,2792.0
OMN,2006,54.0,2768.0
BGR,2006,40.0,2759.0
ZAF,2006,46.0,2927.0
BFA,2006,32.0,2559.0
LSO,2006,32.0,2595.0
TUN,2006,46.0,3273.0
CHN,2006,33.0,2886.0
SRB,2006,30.0,2750.0
SUR,2006,30.0,2632.0
TTO,2006,32.0,2801.0
GHA,2006,33.0,2824.0
IND,2006,33.0,2334.0
MAR,2006,32.0,3271.0
TUR,2006,38.0,3647.0
ARG,2006,29.0,3114.0
BEN,2006,25.0,2450.0
KWT,2006,48.0,3587.0
ALB,2006,26.0,2855.0
BIH,2006,29.0,3016.0
GUY,2006,25.0,2660.0
LKA,2006,31.0,2376.0
TLS,2006,26.0,2038.0
BRA,2006,33.0,3096.0
COL,2006,39.0,2770.0
IDN,2006,24.0,2483.0
PAN,2006,31.0,2347.0
PER,2006,33.0,2433.0
