AFG,1990,0.212456802,15.241,7.466,77.8382568359375,3.0,-2.738496128,2.864640671745292,19.012204760591857,4.0,0.377303643,1.530548943,0.101854863,4.071831177,17.55346296,4.898022968648751
AFG,1991,0.186743898,14.783,7.479,77.923583984375,3.0,-2.663736836,2.807091433540336,20.37039640964372,4.5,0.380991177,1.530104634,0.09931279,4.079530935,17.83703164,7.319562069331639
AFG,1992,0.098812604,14.362,7.502,78.00894165039062,3.0,-2.588720681,2.74954219533538,22.187828937291304,4.5,0.409908721,1.529283388,0.096691589,4.088358243,18.09254244,8.96374245914583
AFG,1993,0.088362263,13.974,7.535,78.09426879882812,3.0,-2.507345675,2.6919929571304237,24.226638176638176,4.5,0.411849247,1.530944208,0.094335662,4.096189897,18.29493066,9.206787827695226
AFG,1994,0.079299491,13.616,7.572,78.17962646484375,3.0,-2.479657202,2.6344437189254677,26.15526606010477,5.0,0.394950634,1.532076475,0.092439321,4.099581578,18.42890824,8.078605396751257
AFG,1995,0.071998403,13.282,7.606,90.0,3.0,-2.465034212,2.5768944807205116,27.740491070060962,5.0,0.400364461,1.532239481,0.090980373,4.104207325,18.48343981,6.301318995940494
AFG,1996,0.065372973,12.964,7.629,90.0,3.0,-2.477904069,2.5193452425155556,28.878223508868672,4.5,0.407254223,1.532683974,0.089708938,4.107500456,18.48119373,4.434813095314081
AFG,1997,0.058997796,12.655,7.632,100.0,3.0,-2.61028286,2.4617960043105995,29.649735012100603,5.0,0.408440646,1.536112966,0.088372222,4.110833677,18.46364752,3.0547475343954664
AFG,1998,0.054572812,12.348,7.61,100.0,3.0,-2.630914775,2.4042467661056435,30.23276812792942,5.0,0.398837971,1.539081006,0.087330011,4.114437791,18.4398054,2.3592342828288304
AFG,1999,0.041722442,12.037,7.561,100.0,3.0,-2.621054569,2.3466975279006874,30.896124743436573,5.0,0.422737467,1.542162724,0.0862668,4.117633498,18.40261649,2.58519485686092
AFG,2000,0.038230545,11.718,7.485,90.0,3.0,-2.611191769,2.2891482896957314,31.829110375884568,5.0,0.438868266,1.54676896,0.08602062,4.118610344,18.36133635,3.392622011350103
AFG,2001,0.038732063,11.387,7.387,95.0,3.0,-2.505107664,2.2315990514907753,33.09589804858622,5.0,0.45059409,1.576023625,0.086517457,4.121381075,18.27806459,4.314130568077188
AFG,2002,0.048411218,11.048,7.272,78.86236572265625,3.0,-2.203457,2.1740498132858193,34.61809576325705,4.5,0.488060553,1.60991678,0.08702272,4.124928216,18.13795077,4.910850146207369
AFG,2003,0.051466649,10.704,7.148,74.0,3.0,-2.14487361,2.116500575080863,36.27251018595105,4.0,0.506657184,1.645958882,0.087188911,4.125230492,17.95884904,5.080795026668748
AFG,2004,0.039033809,10.356,7.016,72.0,3.0,-2.175757467,2.43125786929857,37.87440492601783,4.5,0.523709232,1.681040446,0.088157541,4.126383873,17.78882497,4.977019777869558
AFG,2005,0.052660873,10.003,6.875,68.0,3.0,-2.151195431,1.9920680208750101,39.29521949575713,5.0,0.540925617,1.719707856,0.088933236,4.126907763,17.6479112,4.58091497182537
AFG,2006,0.063461841,9.645,6.722,69.0,3.0,-2.127422821,1.89623413539531,40.488081671415,5.0,0.545337325,1.733060294,0.09005434,4.128638372,17.53991398,3.885023959720863
AFG,2007,0.085222257,9.287,6.555,69.0,3.0,-2.103781325,2.56626783159257,41.510486168550685,5.0,0.562432741,1.745895509,0.091687701,4.129727581,17.4443176,3.389105344267234
AFG,2008,0.1538186,8.932,6.373,71.0,3.0,-2.094053121,2.33554714346353,42.46281898109855,5.0,0.589611867,1.758505601,0.093588806,4.129655708,17.35711016,3.1598921511000118
AFG,2009,0.241402428,8.584,6.18,74.0,3.0,-2.043374177,2.08741266994606,43.49295867414147,5.0,0.604684072,1.773179577,0.095166162,4.129971892,17.27536938,3.285007252697166
AFG,2010,0.293447736,8.25,5.977,76.0,3.0,-2.005645435,1.94583653549399,44.70408203902828,4.5,0.626467638,1.78811467,0.097327199,4.130873885,17.2034503,3.6309543631456895
AFG,2011,0.411531267,7.936,5.77,75.0,3.0,-2.068196854,1.8213464845459701,46.13150292558895,5.0,0.646058645,1.790888617,0.098638115,4.130862192,17.13629964,4.028102148355491
AFG,2012,0.349938802,7.645,5.562,74.0,3.0,-2.085661939,1.17541658160723,47.730563980026346,4.0,0.658366215,1.791552952,0.09989075,4.132484788,17.07303701,4.28893801297526
AFG,2013,0.315155446,7.38,5.359,67.0,3.0,-2.224289798,1.07694984690258,49.428038170511286,5.0,0.678036929,1.795941696,0.10129099,4.134660693,17.01770755,4.372354759982936
AFG,2014,0.29883325,7.141,5.163,66.0,3.0,-2.223041889,1.2980129987261602,51.11477805348773,4.66666666666667,0.671726294,1.798892203,0.103136579,4.133525659,16.95516944,4.229767834252797
AFG,2015,0.299599261,6.929,4.976,67.0,2.8478431701660156,-2.209409986,0.9934546950998709,52.71207150078118,4.66666666666667,0.666677771,1.804196184,0.104445057,4.13541925,16.90951524,3.9517621912909777
AFG,2016,0.353701996,6.742,4.8,62.0,2.8356552124023438,-2.242158992,0.955493294290016,54.19711423582391,4.66666666666667,0.668095179,1.809624516,0.10580756,4.135694346,16.86840217,3.649410221423833
AFG,2017,0.366301998,6.575,4.633,60.0,2.823467254638672,-2.311016703,0.94396349195364,55.59599301534785,5.0,0.761195346,1.6605558395385742,0.107142266,4.1363471,16.83085684,3.463407483473534
ALB,1990,1.679333612,5.985,2.978,52.4794921875,3.0,-0.881149167,5.8883007196812,119.94678832116789,3.0,0.721837985,2.173239096,0.130782128,2.13990307,10.98761042,2.5430425447496394
